"","weeks","immuno","severe_inf_ve","severe_vacc_ve","severe_hybrid_ve","nonsevere_inf_ve","nonsevere_vacc_ve","nonsevere_hybrid_ve"
"48",26,1,0.752359387417075,0.540932060186246,0.86708146213507,0.464258315071483,0.230068126529025,0.50743071801955
"49",27,0,0.900708207383663,0.683027133089936,0.966397366636093,0.6057821591246,0.373261490900755,0.651254002556949
"50",27,1,0.750708207383663,0.533027133089936,0.864696561112503,0.4557821591246,0.223261490900755,0.501254002556949
"51",28,0,0.899090671310564,0.675218496542654,0.965938098809255,0.597438129079344,0.366631727699694,0.645196601081461
"52",28,1,0.749090671310565,0.525218496542655,0.862322448636643,0.447438129079344,0.216631727699694,0.495196601081461
"53",29,0,0.897504927591266,0.667501598892621,0.965488999440119,0.589219552816076,0.360168162332494,0.639252066849545
"54",29,1,0.747504927591266,0.517501598892621,0.859958504618485,0.439219552816076,0.210168162332494,0.489252066849545
"55",3,0,0.962596795418806,0.927144464803622,0.98520276816136,0.888785563421573,0.66811685181598,0.876780860309552
"56",3,1,0.812596795418806,0.777144464803622,0.929458234214294,0.738785563421573,0.51811685181598,0.726780860309552
"57",30,0,0.895949286330639,0.659872252450491,0.965049504033089,0.581120312185666,0.353861106372492,0.633414510005217
"58",30,1,0.745949286330639,0.509872252450491,0.857604164562433,0.431120312185666,0.203861106372492,0.483414510005217
"59",31,0,0.894422200342339,0.65232659327292,0.964619097030629,0.573134780182929,0.347701736939199,0.627678532645368
"60",31,1,0.744422200342339,0.50232659327292,0.855258912910951,0.423134780182929,0.197701736939199,0.477678532645368
"61",32,0,0.892922248916,0.644861046539303,0.96419730614198,0.5652577670323,0.341681994211451,0.622039173293823
"62",32,1,0.742922248916,0.494861046539303,0.85292227737328,0.4152577670323,0.191681994211451,0.472039173293823
"63",33,0,0.891448123877111,0.63747229659385,0.963783697484447,0.557484473683686,0.335794493871237,0.616491859171116
"64",33,1,0.741448123877111,0.48747229659385,0.850593824066725,0.407484473683686,0.185794493871237,0.466491859171116
"65",34,0,0.889998617556501,0.630157260902488,0.963377871399914,0.549810451507297,0.330032451920143,0.611032364963741
"66",34,1,0.739998617556501,0.480157260902488,0.848273153333171,0.399810451507297,0.180032451920143,0.461032364963741
"67",35,0,0.888572612359702,0.622913067313223,0.962979458835779,0.542231567203873,0.324389619810428,0.605656777043752
"68",35,1,0.738572612359703,0.472913067313223,0.845959896120015,0.392231567203873,0.174389619810428,0.455656777043752
"69",36,0,0.887169071684079,0.615737034118826,0.962588118200321,0.534743972126332,0.318860228223625,0.60036146228395
"70",36,1,0.737169071684078,0.465737034118825,0.843653710835534,0.384743972126332,0.168860228223625,0.45036146228395
"71",37,0,0.885787031977161,0.608626652508457,0.962203532618932,0.527344075351602,0.313438938137549,0.595143040767794
"72",37,1,0.735787031977162,0.458626652508457,0.841354280605123,0.377344075351602,0.163438938137549,0.445143040767794
"73",38,0,0.884425595766034,0.601579571065342,0.961825407530744,0.52002851995566,0.308120798066834,0.589998361816088
"74",38,1,0.734425595766034,0.451579571065342,0.839061310867913,0.37002851995566,0.158120798066834,0.439998361816088
"75",39,0,0.883083925516722,0.594593582024524,0.961453468575614,0.512794162036787,0.302901206557389,0.584924482851069
"76",39,1,0.733083925516722,0.444593582024524,0.836774527263761,0.362794162036787,0.152901206557389,0.434924482851069
"77",4,0,0.957496604868507,0.911677979543392,0.983525330216998,0.868744684690612,0.639309203872948,0.858799478228961
"78",4,1,0.807496604868507,0.761677979543391,0.92586595162091,0.718744684690612,0.489309203872948,0.708799478228961
"79",40,0,0.881761238206143,0.587666609050985,0.961087459729906,0.505638052106686,0.297775879171983,0.57991865069832
"80",40,1,0.731761238206143,0.437666609050985,0.834493673769031,0.355638052106686,0.147775879171983,0.42991865069832
"81",41,0,0.880456800508266,0.580796696336224,0.960727141656307,0.498557418529871,0.292740819331139,0.574978284991708
"82",41,1,0.730456800508265,0.430796696336224,0.832218511046412,0.348557418529871,0.142740819331139,0.424978284991708
"83",42,0,0.879169924511773,0.573981998842467,0.960372290238536,0.49154965274162,0.287792292476721,0.570100963399528
"84",42,1,0.729169924511772,0.423981998842467,0.829948814979618,0.34154965274162,0.137792292476721,0.420100963399528
"85",43,0,0.877899963899355,0.567220773549337,0.960022695276321,0.484612296015818,0.282926803110026,0.565284408433614
"86",43,1,0.727899963899355,0.417220773549337,0.827684375368381,0.334612296015818,0.132926803110026,0.415284408433614
"87",44,0,0.876646310529344,0.560511371579121,0.959678159319839,0.477743027588071,0.278141074325599,0.560526475639097
"88",44,1,0.726646310529344,0.410511371579121,0.825424994762877,0.327743027588071,0.128141074325599,0.410526475639097
"89",45,0,0.875408391369181,0.553852231094539,0.959338496625893,0.47093965396773,0.273432029519341,0.555825142992352
"90",45,1,0.725408391369181,0.403852231094539,0.823170487419909,0.32093965396773,0.123432029519341,0.405825142992352
"91",46,0,0.874185665737534,0.547241870877784,0.959003532220697,0.464200099296139,0.268796775997029,0.551178501359575
"92",46,1,0.724185665737535,0.397241870877785,0.820920678365691,0.314200099296139,0.118796775997029,0.401178501359575
"93",47,0,0.872977622817992,0.540678884512149,0.958673101056326,0.457522396628245,0.264232590249046,0.546584745889213
