"","week","age_group","risk_group","risk_coverage","prop_up_to_date_sim_period"
"70",22,"18-29 years","healthy",5.8239289446186,0.163874732423373
"71",17,"18-29 years","healthy",2.62486938349007,0.051749915502118
"72",20,"18-29 years","healthy",4.10135841170324,0.025874957751059
"73",28,"18-29 years","healthy",7.62852664576803,0.025874957751059
"74",15,"18-29 years","healthy",1.72257053291536,0.0431249295850983
"75",23,"18-29 years","healthy",5.90595611285266,0.00862498591701971
"76",18,"18-29 years","healthy",3.52716823406479,0.0948748450872162
"77",13,"18-29 years","healthy",0.656217345872518,0.0689998873361573
"78",34,"18-29 years","healthy",8.12068965517241,0
"79",29,"18-29 years","healthy",7.79258098223615,0.0172499718340393
"80",24,"18-29 years","healthy",5.98798328108673,0.00862498591701963
"81",32,"18-29 years","healthy",7.95663531870428,0
"82",35,"18-29 years","healthy",8.44879832810867,0.0344999436680787
"83",43,"18-29 years","healthy",8.858934169279,0
"84",30,"18-29 years","healthy",7.87460815047022,0.00862498591701963
"85",25,"18-29 years","healthy",6.15203761755486,0.0172499718340393
"86",33,"18-29 years","healthy",8.12068965517241,0.0172499718340394
"87",36,"18-29 years","healthy",8.53082549634274,0.00862498591701963
"88",44,"18-29 years","healthy",9.02298850574713,0.0172499718340393
"89",31,"18-29 years","healthy",7.95663531870428,0.00862498591701963
"90",26,"18-29 years","healthy",6.23406478578892,0.00862498591701963
"91",47,"18-29 years","healthy",9.10501567398119,0.00862498591701963
"92",42,"18-29 years","healthy",8.858934169279,0
"93",37,"18-29 years","healthy",8.53082549634274,0
"94",45,"18-29 years","healthy",9.02298850574713,0
"95",40,"18-29 years","healthy",8.858934169279,0.0344999436680787
"96",48,"18-29 years","healthy",9.18704284221526,0.00862498591701963
"97",51,"18-29 years","healthy",9.18704284221526,0
"98",38,"18-29 years","healthy",8.53082549634274,0
"99",46,"18-29 years","healthy",9.02298850574713,0
"100",41,"18-29 years","healthy",8.858934169279,0
"101",49,"18-29 years","healthy",9.18704284221526,0
"102",52,"18-29 years","healthy",9.26907001044932,0.00862498591701978
"103",39,"18-29 years","healthy",8.53082549634274,0
"104",50,"18-29 years","healthy",9.18704284221526,0
"105",1,"30-49 years","healthy",0.0236341852529724,0.000892767297826362
"106",3,"30-49 years","healthy",0.0472683705059448,0.000892767297826362
"107",4,"30-49 years","healthy",0.059085463132431,0.000892767297826362
"108",5,"30-49 years","healthy",0.0709025557589172,0.000892767297826362
"109",6,"30-49 years","healthy",0.0827196483854034,0.000892767297826362
"110",17,"30-49 years","healthy",3.97817174688615,0.0526730358218821
"111",8,"30-49 years","healthy",0.106353833638376,0.000892767297826362
"112",9,"30-49 years","healthy",0.118170926264862,0.000892767297826362
"113",10,"30-49 years","healthy",0.129988018891348,0.000892767297826362
"114",11,"30-49 years","healthy",0.141805111517834,0.000892767297826362
"115",18,"30-49 years","healthy",6.23383613945046,0.170412762953148
"116",13,"30-49 years","healthy",0.861253677160919,0.0650666913093837
"117",21,"30-49 years","healthy",7.91533141390749,0.0123936554875016
"118",16,"30-49 years","healthy",3.28096638918445,0.0650666913093837
"119",24,"30-49 years","healthy",9.63783876822933,0
"120",19,"30-49 years","healthy",6.97205357701696,0.0557714496937575
"121",14,"30-49 years","healthy",1.72250735432184,0.0650666913093837
"122",22,"30-49 years","healthy",9.22771796958127,0.0991492439000132
"123",30,"30-49 years","healthy",11.4833823621456,0.0154920693593771
"124",25,"30-49 years","healthy",9.67885084809414,0.00309841387187535
"125",20,"30-49 years","healthy",7.75128309444827,0.0588698635656329
"126",15,"30-49 years","healthy",2.41971271202353,0.052673035821882
"127",23,"30-49 years","healthy",9.63783876822933,0.0309841387187542
"128",31,"30-49 years","healthy",11.8524910809288,0.0278857248468787
"129",26,"30-49 years","healthy",9.96593540714778,0.0216888971031279
"130",34,"30-49 years","healthy",11.8935031607936,0.00309841387187546
"131",29,"30-49 years","healthy",11.2783219628216,0.0123936554875016
"132",37,"30-49 years","healthy",12.4266601990361,0
"133",32,"30-49 years","healthy",11.8524910809288,0
"134",27,"30-49 years","healthy",10.9912374037679,0.0774603467968853
"135",35,"30-49 years","healthy",12.3446360393065,0.0340825525906296
"136",43,"30-49 years","healthy",12.7957689178194,0
"137",38,"30-49 years","healthy",12.5907085184953,0.0123936554875016
"138",33,"30-49 years","healthy",11.8524910809288,0
"139",28,"30-49 years","healthy",11.1142736433623,0.00929524161562626
"140",36,"30-49 years","healthy",12.4266601990361,0.0061968277437508
"141",44,"30-49 years","healthy",12.9188051574138,0.00929524161562615
"142",39,"30-49 years","healthy",12.6317205983601,0.00309841387187546
"143",47,"30-49 years","healthy",12.9188051574138,0
"144",42,"30-49 years","healthy",12.7957689178194,0.00309841387187568
"145",50,"30-49 years","healthy",13.082853476873,0.00309841387187524
"146",45,"30-49 years","healthy",12.9188051574138,0
"147",40,"30-49 years","healthy",12.7547568379546,0.00929524161562615
"148",48,"30-49 years","healthy",13.0418413970082,0.00929524161562615
"149",2,"30-49 years","healthy",0.0354512778794586,0.000892767297826362
"150",51,"30-49 years","healthy",13.082853476873,0
"151",46,"30-49 years","healthy",12.9188051574138,0
"152",41,"30-49 years","healthy",12.7547568379546,0
"153",49,"30-49 years","healthy",13.0418413970082,0
"154",7,"30-49 years","healthy",0.0945367410118896,0.000892767297826362
"155",52,"30-49 years","healthy",13.082853476873,0
"156",12,"30-49 years","healthy",0.153622204144321,0.000892767297826362
"157",1,"50-64 years","healthy",0.0384169323711367,0.00131159488680648
"158",2,"50-64 years","healthy",0.0576253985567051,0.00131159488680648
"159",3,"50-64 years","healthy",0.0768338647422735,0.00131159488680648
"160",19,"50-64 years","healthy",8.21308837324995,0.0857185667137842
"161",6,"50-64 years","healthy",0.134459263298979,0.00131159488680648
"162",7,"50-64 years","healthy",0.153667729484547,0.00131159488680648
"163",8,"50-64 years","healthy",0.172876195670115,0.00131159488680648
"164",25,"50-64 years","healthy",11.526446148106,0.0352500476619533
"165",20,"50-64 years","healthy",8.74880100916779,0.0365795971047065
"166",11,"50-64 years","healthy",0.23050159422682,0.00131159488680648
"167",12,"50-64 years","healthy",0.249710060412389,0.00131159488680648
"168",18,"50-64 years","healthy",6.95772956790562,0.0993153048821777
"169",26,"50-64 years","healthy",11.6098050245185,0.00569192120892446
"170",13,"50-64 years","healthy",0.529509647501955,0.036156043875073
"171",16,"50-64 years","healthy",4.56685900078175,0.143729504239836
"172",24,"50-64 years","healthy",11.0102049250231,0.0267653931260875
"173",32,"50-64 years","healthy",13.1266181330396,0.00914829676197581
"174",27,"50-64 years","healthy",12.1943786333594,0.0399159281595195
"175",14,"50-64 years","healthy",1.05901929500391,0.036156043875073
"176",17,"50-64 years","healthy",5.50324488309289,0.0639384177503874
"177",30,"50-64 years","healthy",12.9926402174686,0.00902145729213887
"178",33,"50-64 years","healthy",13.1486768886362,0.00150621870431139
"179",28,"50-64 years","healthy",12.5913367209154,0.0271051417060076
"180",15,"50-64 years","healthy",2.46192297988771,0.0957932446036749
"181",23,"50-64 years","healthy",10.6182224966243,0.0265683389497342
"182",31,"50-64 years","healthy",12.9926402174686,0
"183",34,"50-64 years","healthy",13.2107067727951,0.00423553229633454
"184",21,"50-64 years","healthy",9.03742241134248,0.0197076826258855
"185",29,"50-64 years","healthy",12.8605198813162,0.0183803981736652
"186",37,"50-64 years","healthy",13.535716828939,0.000117779507705604
"187",40,"50-64 years","healthy",13.8684225712458,0.0177280809002192
"188",35,"50-64 years","healthy",13.5317031305522,0.0219183133858975
"189",22,"50-64 years","healthy",10.2291259505366,0.0813720498813428
"190",51,"50-64 years","healthy",14.3874833345178,0.000439408163362979
"191",38,"50-64 years","healthy",13.5375080662355,0.000122309488771031
"192",41,"50-64 years","healthy",13.9239177563784,0.00378932916137294
"193",36,"50-64 years","healthy",13.5339919337645,0.00015628434676318
"194",44,"50-64 years","healthy",14.0703348198422,0.00971454439517557
"195",52,"50-64 years","healthy",14.3954112181082,0.000541332737338945
"196",39,"50-64 years","healthy",13.6087926764267,0.0048674646549854
"197",42,"50-64 years","healthy",13.9280641390093,0.00028312381659996
"198",50,"50-64 years","healthy",14.3810481486746,7.47446875824395e-05
"199",45,"50-64 years","healthy",14.0737846101912,0.000235559015411047
"200",48,"50-64 years","healthy",14.37995350366,0.0207676981952356
"201",43,"50-64 years","healthy",13.9280641390093,0
"202",4,"50-64 years","healthy",0.0960423309278418,0.00131159488680648
"203",5,"50-64 years","healthy",0.11525079711341,0.00131159488680648
"204",46,"50-64 years","healthy",14.0758080449151,0.000138164422500668
"205",49,"50-64 years","healthy",14.37995350366,0
"206",9,"50-64 years","healthy",0.192084661855684,0.00131159488680648
"207",10,"50-64 years","healthy",0.211293128041252,0.00131159488680648
"208",47,"50-64 years","healthy",14.0758080449151,0
"209",4,"65-74 years","healthy",0.83933646687873,0.00686153613005058
"210",5,"65-74 years","healthy",1.00720376025448,0.00686153613005058
"211",19,"65-74 years","healthy",13.1697211155378,0.038450660910157
"212",27,"65-74 years","healthy",18.6963005122368,0.0288379956826177
"213",14,"65-74 years","healthy",5.40899260102447,0.110545650116701
"214",9,"65-74 years","healthy",1.67867293375746,0.00686153613005058
"215",10,"65-74 years","healthy",1.84654022713321,0.00686153613005058
"216",20,"65-74 years","healthy",15.051109846329,0.0769013218203139
"217",28,"65-74 years","healthy",19.0490608992601,0.0144189978413089
"218",15,"65-74 years","healthy",8.28986909504838,0.117755149037356
"219",18,"65-74 years","healthy",12.2290267501423,0.0480633261376962
"220",26,"65-74 years","healthy",17.9907797381901,0.00720949892065444
"221",13,"65-74 years","healthy",2.70449630051224,0.110545650116701
"222",21,"65-74 years","healthy",15.3450768355151,0.012015831534424
"223",16,"65-74 years","healthy",10.1712578258395,0.0769013218203139
"224",24,"65-74 years","healthy",17.696812749004,0.0288379956826177
"225",32,"65-74 years","healthy",19.9897552646557,0.00480633261376969
"226",35,"65-74 years","healthy",20.5776892430279,0.0168221641481937
"227",22,"65-74 years","healthy",16.4033579965851,0.0432569935239266
"228",17,"65-74 years","healthy",11.0531587933978,0.0360474946032721
"229",25,"65-74 years","healthy",17.8143995446784,0.0048063326137696
"230",33,"65-74 years","healthy",20.0485486624929,0.00240316630688484
"231",36,"65-74 years","healthy",20.8128628343768,0.0096126652275392
"232",23,"65-74 years","healthy",16.9912919749573,0.0240316630688481
"233",31,"65-74 years","healthy",19.8721684689812,0
"234",34,"65-74 years","healthy",20.1661354581673,0.00480633261376951
"235",42,"65-74 years","healthy",21.5183836084234,0.00240316630688484
"236",29,"65-74 years","healthy",19.6957882754695,0.0264348293757329
"237",37,"65-74 years","healthy",21.1656232214001,0.0144189978413089
"238",45,"65-74 years","healthy",21.8711439954468,0
"239",40,"65-74 years","healthy",21.400796812749,0.00240316630688484
"240",43,"65-74 years","healthy",21.6359704040979,0.00480633261376951
"241",30,"65-74 years","healthy",19.8721684689812,0.00720949892065436
"242",38,"65-74 years","healthy",21.2244166192373,0.00240316630688484
"243",46,"65-74 years","healthy",21.8711439954468,0
"244",41,"65-74 years","healthy",21.4595902105862,0.00240316630688484
"245",44,"65-74 years","healthy",21.8711439954468,0.0096126652275392
"246",52,"65-74 years","healthy",22.2826977803073,0.00240316630688484
"247",39,"65-74 years","healthy",21.3420034149118,0.00480633261376951
"248",47,"65-74 years","healthy",21.9887307911212,0.00480633261376969
"249",50,"65-74 years","healthy",22.2239043824701,0
"250",1,"65-74 years","healthy",0.335734586751492,0.00686153613005058
"251",2,"65-74 years","healthy",0.503601880127238,0.00686153613005058
"252",3,"65-74 years","healthy",0.671469173502984,0.00686153613005058
"253",48,"65-74 years","healthy",22.2239043824701,0.0096126652275392
"254",51,"65-74 years","healthy",22.2239043824701,0
"255",6,"65-74 years","healthy",1.17507105363022,0.00686153613005058
"256",7,"65-74 years","healthy",1.34293834700597,0.00686153613005058
"257",8,"65-74 years","healthy",1.51080564038171,0.00686153613005058
"258",49,"65-74 years","healthy",22.2239043824701,0
"259",11,"65-74 years","healthy",2.01440752050895,0.00686153613005058
"260",12,"65-74 years","healthy",2.1822748138847,0.00686153613005058
"261",2,"75+ years","healthy",0.573556498623781,0.00777416104837329
"262",21,"75+ years","healthy",15.5807433514899,0.0143447219101778
"263",16,"75+ years","healthy",11.9942326177507,0.109976201311364
"264",7,"75+ years","healthy",1.52948399633008,0.00777416104837329
"265",19,"75+ years","healthy",14.3460429349567,0.0669420355808302
"266",14,"75+ years","healthy",5.76193527715476,0.117148562266453
"267",22,"75+ years","healthy",16.2274911887216,0.0262986568353262
"268",17,"75+ years","healthy",12.6997757129125,0.0286894438203558
"269",12,"75+ years","healthy",2.48541149403638,0.00777416104837329
"270",20,"75+ years","healthy",15.227971803909,0.0358618047754447
"271",15,"75+ years","healthy",9.28965075296379,0.143447219101779
"272",23,"75+ years","healthy",16.4626722204422,0.00956314794011856
"273",18,"75+ years","healthy",12.6997757129125,0
"274",13,"75+ years","healthy",2.88096763857738,0.117148562266453
"275",34,"75+ years","healthy",19.931592438321,0.00239078698502951
"276",29,"75+ years","healthy",18.9320730535085,0.0119539349251482
"277",24,"75+ years","healthy",16.6978532521628,0.00956314794011865
"278",32,"75+ years","healthy",19.8727971803909,0
"279",27,"75+ years","healthy",18.4617109900673,0.0286894438203557
"280",35,"75+ years","healthy",20.4607497596924,0.021517082865267
"281",30,"75+ years","healthy",19.2260493431592,0.0119539349251482
"282",25,"75+ years","healthy",16.9330342838834,0.00956314794011856
"283",33,"75+ years","healthy",19.8727971803909,0
"284",28,"75+ years","healthy",18.6380967638577,0.00717236095508905
"285",36,"75+ years","healthy",20.6371355334829,0.00717236095508888
"286",31,"75+ years","healthy",19.8727971803909,0.0262986568353262
"287",26,"75+ years","healthy",17.7561678949055,0.0334710177904151
"288",47,"75+ years","healthy",21.9894264658763,0.0047815739700592
"289",42,"75+ years","healthy",21.4014738865748,0.0047815739700592
"290",37,"75+ years","healthy",21.1074975969241,0.0191262958802371
"291",45,"75+ years","healthy",21.8130406920859,0
"292",40,"75+ years","healthy",21.2250881127844,0
"293",48,"75+ years","healthy",22.0482217238065,0.00239078698502968
"294",43,"75+ years","healthy",21.4014738865748,0
"295",38,"75+ years","healthy",21.1662928548542,0.00239078698502968
"296",46,"75+ years","healthy",21.871835950016,0.00239078698502968
"297",41,"75+ years","healthy",21.2838833707145,0.00239078698502968
"298",49,"75+ years","healthy",22.1070169817366,0.00239078698502968
"299",44,"75+ years","healthy",21.8130406920859,0.0167355088952076
"300",39,"75+ years","healthy",21.2250881127844,0.00239078698502968
"301",1,"75+ years","healthy",0.382370999082521,0.00777416104837329
"302",50,"75+ years","healthy",22.1070169817366,0
"303",3,"75+ years","healthy",0.764741998165041,0.00777416104837329
"304",4,"75+ years","healthy",0.955927497706302,0.00777416104837329
"305",5,"75+ years","healthy",1.14711299724756,0.00777416104837329
"306",6,"75+ years","healthy",1.33829849678882,0.00777416104837329
"307",51,"75+ years","healthy",22.1070169817366,0
"308",8,"75+ years","healthy",1.72066949587134,0.00777416104837329
"309",9,"75+ years","healthy",1.9118549954126,0.00777416104837329
"310",10,"75+ years","healthy",2.10304049495386,0.00777416104837329
"311",11,"75+ years","healthy",2.29422599449512,0.00777416104837329
"312",52,"75+ years","healthy",22.1070169817366,0
"313",1,"0-17 years","immunocompromised",0.0561455831727719,0.00117526450531072
"314",2,"0-17 years","immunocompromised",0.0842183747591578,0.00117526450531072
"315",3,"0-17 years","immunocompromised",0.112291166345544,0.00117526450531072
"316",4,"0-17 years","immunocompromised",0.14036395793193,0.00117526450531072
"317",5,"0-17 years","immunocompromised",0.168436749518316,0.00117526450531072
"318",6,"0-17 years","immunocompromised",0.196509541104701,0.00117526450531072
"319",7,"0-17 years","immunocompromised",0.224582332691087,0.00117526450531072
"320",8,"0-17 years","immunocompromised",0.252655124277473,0.00117526450531072
"321",9,"0-17 years","immunocompromised",0.280727915863859,0.00117526450531072
"322",10,"0-17 years","immunocompromised",0.308800707450245,0.00117526450531072
"323",11,"0-17 years","immunocompromised",0.336873499036631,0.00117526450531072
"324",12,"0-17 years","immunocompromised",0.364946290623017,0.00117526450531072
"325",28,"0-17 years","immunocompromised",18.7111166206195,0.00217797550800148
"326",29,"0-17 years","immunocompromised",19.0460423949651,0.0140216327717443
"327",30,"0-17 years","immunocompromised",19.1786335345846,0.00555091429486309
"328",31,"0-17 years","immunocompromised",20.1801753498072,0.0419294441165014
"329",32,"0-17 years","immunocompromised",20.2139210642002,0.00141276082966041
"330",33,"0-17 years","immunocompromised",20.5513782081304,0.0141276082966039
"331",34,"0-17 years","immunocompromised",20.6188696369164,0.0028255216593207
"332",35,"0-17 years","immunocompromised",21.3071390308606,0.0288143267229108
"333",36,"0-17 years","immunocompromised",21.3227462032648,0.00065339265240048
"334",37,"0-17 years","immunocompromised",21.4966771660313,0.0072816016991021
"335",38,"0-17 years","immunocompromised",21.8228857384971,0.0136566880200503
"336",39,"0-17 years","immunocompromised",21.8566314528901,0.00141276082966029
"337",40,"0-17 years","immunocompromised",22.2802771741237,0.017735884137509
"338",41,"0-17 years","immunocompromised",22.291525745588,0.00047092027655343
"339",42,"0-17 years","immunocompromised",22.3027743170524,0.00047092027655343
"340",43,"0-17 years","immunocompromised",22.4083700611713,0.00442075486482804
"341",44,"0-17 years","immunocompromised",22.977967908177,0.0238461547305416
"342",45,"0-17 years","immunocompromised",23.0264770051126,0.00203082830710791
"343",46,"0-17 years","immunocompromised",23.0489741480413,0.00094184055310686
"344",47,"0-17 years","immunocompromised",23.0489741480413,0
"345",48,"0-17 years","immunocompromised",23.4764198636862,0.0178949705090316
"346",49,"0-17 years","immunocompromised",23.4876684351505,0.000470920276553185
"347",50,"0-17 years","immunocompromised",23.4989170066149,0.000470920276553919
"348",51,"0-17 years","immunocompromised",23.5214141495435,0.00094184055310686
"349",52,"0-17 years","immunocompromised",23.5214141495435,0
"350",13,"0-17 years","immunocompromised",1.92490811679204,0.0805860784699194
"351",14,"0-17 years","immunocompromised",3.84981623358409,0.0805860784699194
"352",15,"0-17 years","immunocompromised",5.07591052319702,0.0513303101443272
"353",16,"0-17 years","immunocompromised",6.4802943765163,0.0587943842192763
"354",17,"0-17 years","immunocompromised",7.63200726681872,0.0482163405843001
"355",18,"0-17 years","immunocompromised",11.2328011200277,0.150746860838371
"356",19,"0-17 years","immunocompromised",12.0315893456279,0.0334411861363768
"357",20,"0-17 years","immunocompromised",13.2836955892478,0.0524192978983279
"358",21,"0-17 years","immunocompromised",13.6741600826856,0.0163467554806396
"359",22,"0-17 years","immunocompromised",15.9206329876707,0.0940483549434941
"360",23,"0-17 years","immunocompromised",16.1681015598861,0.0103602460841762
"361",24,"0-17 years","immunocompromised",16.2572463417393,0.00373203703747433
"362",25,"0-17 years","immunocompromised",16.8023801628289,0.0228219708253664
"363",26,"0-17 years","immunocompromised",16.9202079199059,0.00493284681741584
"364",27,"0-17 years","immunocompromised",18.6590927126055,0.0727982313193107
"365",1,"18-29 years","immunocompromised",0.0668331236029137,0.00195204549052139
"366",2,"18-29 years","immunocompromised",0.100249685404371,0.00195204549052139
"367",3,"18-29 years","immunocompromised",0.133666247205827,0.00195204549052139
"368",4,"18-29 years","immunocompromised",0.167082809007284,0.00195204549052139
"369",5,"18-29 years","immunocompromised",0.200499370808741,0.00195204549052139
"370",6,"18-29 years","immunocompromised",0.233915932610198,0.00195204549052139
"371",7,"18-29 years","immunocompromised",0.267332494411655,0.00195204549052139
"372",8,"18-29 years","immunocompromised",0.300749056213112,0.00195204549052139
"373",9,"18-29 years","immunocompromised",0.334165618014568,0.00195204549052139
"374",10,"18-29 years","immunocompromised",0.367582179816025,0.00195204549052139
"375",11,"18-29 years","immunocompromised",0.400998741617482,0.00195204549052139
"376",12,"18-29 years","immunocompromised",0.434415303418939,0.00195204549052139
"377",21,"18-29 years","immunocompromised",7.67774294670846,0.0172499718340393
"378",16,"18-29 years","immunocompromised",3.83887147335423,0.0431249295850983
"379",19,"18-29 years","immunocompromised",6.93949843260188,0.0344999436680787
"380",27,"18-29 years","immunocompromised",13.2884012539185,0.120749802838275
"381",14,"18-29 years","immunocompromised",2.36238244514107,0.0689998873361573
"382",22,"18-29 years","immunocompromised",10.4830721003135,0.163874732423373
"383",17,"18-29 years","immunocompromised",4.72476489028213,0.051749915502118
"384",20,"18-29 years","immunocompromised",7.38244514106583,0.025874957751059
"385",28,"18-29 years","immunocompromised",13.7313479623824,0.025874957751059
"386",15,"18-29 years","immunocompromised",3.10062695924765,0.0431249295850983
"387",23,"18-29 years","immunocompromised",10.6307210031348,0.00862498591701971
"388",18,"18-29 years","immunocompromised",6.34890282131661,0.0948748450872162
"389",13,"18-29 years","immunocompromised",1.18119122257053,0.0689998873361573
"390",34,"18-29 years","immunocompromised",14.6172413793103,0
"391",29,"18-29 years","immunocompromised",14.0266457680251,0.0172499718340393
"392",24,"18-29 years","immunocompromised",10.7783699059561,0.00862498591701963
"393",32,"18-29 years","immunocompromised",14.3219435736677,0
"394",35,"18-29 years","immunocompromised",15.2078369905956,0.0344999436680787
"395",43,"18-29 years","immunocompromised",15.9460815047022,0
"396",30,"18-29 years","immunocompromised",14.1742946708464,0.00862498591701963
"397",25,"18-29 years","immunocompromised",11.0736677115987,0.0172499718340393
"398",33,"18-29 years","immunocompromised",14.6172413793103,0.0172499718340394
"399",36,"18-29 years","immunocompromised",15.3554858934169,0.00862498591701963
"400",44,"18-29 years","immunocompromised",16.2413793103448,0.0172499718340393
"401",31,"18-29 years","immunocompromised",14.3219435736677,0.00862498591701963
"402",26,"18-29 years","immunocompromised",11.2213166144201,0.00862498591701963
"403",47,"18-29 years","immunocompromised",16.3890282131661,0.00862498591701963
"404",42,"18-29 years","immunocompromised",15.9460815047022,0
"405",37,"18-29 years","immunocompromised",15.3554858934169,0
"406",45,"18-29 years","immunocompromised",16.2413793103448,0
"407",40,"18-29 years","immunocompromised",15.9460815047022,0.0344999436680787
"408",48,"18-29 years","immunocompromised",16.5366771159875,0.00862498591701963
"409",51,"18-29 years","immunocompromised",16.5366771159875,0
"410",38,"18-29 years","immunocompromised",15.3554858934169,0
"411",46,"18-29 years","immunocompromised",16.2413793103448,0
"412",41,"18-29 years","immunocompromised",15.9460815047022,0
"413",49,"18-29 years","immunocompromised",16.5366771159875,0
"414",52,"18-29 years","immunocompromised",16.6843260188088,0.00862498591701978
"415",39,"18-29 years","immunocompromised",15.3554858934169,0
"416",50,"18-29 years","immunocompromised",16.5366771159875,0
"417",1,"30-49 years","immunocompromised",0.0425415334553503,0.000892767297826363
"418",3,"30-49 years","immunocompromised",0.0850830669107006,0.000892767297826363
"419",4,"30-49 years","immunocompromised",0.106353833638376,0.000892767297826363
"420",5,"30-49 years","immunocompromised",0.127624600366051,0.000892767297826363
"421",6,"30-49 years","immunocompromised",0.148895367093726,0.000892767297826363
"422",17,"30-49 years","immunocompromised",7.16070914439507,0.0526730358218821
"423",8,"30-49 years","immunocompromised",0.191436900549076,0.000892767297826363
"424",9,"30-49 years","immunocompromised",0.212707667276752,0.000892767297826363
"425",10,"30-49 years","immunocompromised",0.233978434004427,0.000892767297826363
"426",11,"30-49 years","immunocompromised",0.255249200732102,0.000892767297826363
