"","weeks","immuno","prior_inf","prior_vacc","severe_ve","nonsevere_ve"
"581",92,1,1,0,0.468656913087073,0
"582",92,1,1,1,0.476730794596307,0
"583",93,0,0,1,0.022769739346499,0
"584",93,0,1,0,0.616820655324141,0
"585",93,0,1,1,0.70169514205968,0
"586",93,1,0,1,0,0
"587",93,1,1,0,0.466820655324141,0
"588",93,1,1,1,0.473614589700647,0
"589",94,0,0,1,0.0193419178164513,0
"590",94,0,1,0,0.614995336536501,0
"591",94,0,1,1,0.700501850766826,0
"592",94,1,0,1,0,0
"593",94,1,1,0,0.464995336536501,0
"594",94,1,1,1,0.470506453758771,0
"595",95,0,0,1,0.0159261391088303,0
"596",95,0,1,0,0.613180776215532,0
"597",95,0,1,1,0.699316489248823,0
"598",95,1,0,1,0,0
"599",95,1,1,0,0.463180776215532,0
"600",95,1,1,1,0.467406247591746,0
"601",96,0,0,1,0.0125222348072691,0
"602",96,0,1,0,0.611376798694681,0
"603",96,0,1,1,0.698138922162524,0
"604",96,1,0,1,0,0
"605",96,1,1,0,0.461376798694681,0
"606",96,1,1,1,0.464313835856425,0
"607",97,0,0,1,0.009130040577619,0
"608",97,0,1,0,0.609583232970623,0
"609",97,0,1,1,0.696969017856126,0
"610",97,1,0,1,0,0
"611",97,1,1,0,0.459583232970623,0
"612",97,1,1,1,0.461229086901005,0
"613",98,0,0,1,0.00574939602800265,0
"614",98,0,1,0,0.607799912532805,0
"615",98,0,1,1,0.69580664823159,0
"616",98,1,0,1,0,0
"617",98,1,1,0,0.457799912532805,0
"618",98,1,1,1,0.458151872627447,0
"619",99,0,0,1,0.00238014457504243,0
"620",99,0,1,0,0.606026675200887,0
"621",99,0,1,1,0.694651688613537,0
"622",99,1,0,1,0,0
"623",99,1,1,0,0.456026675200887,0
"624",99,1,1,1,0.455082068360372,0
